Customer_ID,Segment,Region,Calibrated_Churn_Probability,CLV_5yr,Priority_Score,Actual_Churn
1009624,Affluent Customers,Vaughan,0.041666666666666664,286255.42,11927.309166666666,0
1000637,Young Professionals,Vaughan,0.23529411764705882,45058.99,10602.115294117646,0
1009752,Affluent Customers,Vaughan,0.041666666666666664,247991.52,10332.98,0
1004926,Families,Other GTA,0.08421052631578947,111469.21,9386.880842105264,0
1000867,Young Professionals,Scarborough,0.19230769230769232,47234.48,9083.553846153847,0
1000345,Young Professionals,Vaughan,0.14285714285714285,60581.23,8654.461428571429,0
1006646,Newcomers to Canada,Downtown Toronto,0.2857142857142857,30054.48,8586.994285714285,0
1000401,Young Professionals,Vaughan,0.14473684210526316,58448.6,8459.665789473684,0
1006906,Newcomers to Canada,Downtown Toronto,0.2857142857142857,29563.8,8446.8,0
1001162,Young Professionals,North York,0.10734463276836158,74831.87,8032.799604519773,0
1007767,Newcomers to Canada,North York,0.323943661971831,24392.61,7901.831408450705,0
1001057,Young Professionals,Brampton,0.10734463276836158,73368.85,7875.752259887006,0
1002744,Young Professionals,North York,0.125,61771.52,7721.44,0
1007945,Newcomers to Canada,Brampton,0.23529411764705882,32614.67,7674.039999999999,1
1002342,Young Professionals,Markham,0.14473684210526316,50195.25,7265.101973684211,0
1002971,Young Professionals,Brampton,0.10734463276836158,66349.41,7122.253050847457,0
1009547,Affluent Customers,Other GTA,0.022026431718061675,311276.41,6856.30859030837,0
1009745,Affluent Customers,Vaughan,0.022026431718061675,310932.03,6848.723127753305,0
1001814,Young Professionals,Brampton,0.10734463276836158,63508.0,6817.242937853107,0
1001485,Young Professionals,Downtown Toronto,0.19230769230769232,35366.64,6801.276923076924,0
1002097,Young Professionals,Downtown Toronto,0.125,54302.34,6787.7925,0
1009392,Affluent Customers,Downtown Toronto,0.022026431718061675,303974.79,6695.479955947137,0
1000797,Young Professionals,Mississauga,0.125,53390.68,6673.835,0
1000452,Young Professionals,Mississauga,0.10734463276836158,61889.03,6643.455197740112,0
1009584,Affluent Customers,North York,0.022026431718061675,293449.34,6463.641850220265,0
1005961,Newcomers to Canada,Mississauga,0.3103448275862069,20825.28,6463.017931034483,1
1002591,Young Professionals,Richmond Hill,0.10734463276836158,59965.57,6436.98209039548,0
1000917,Young Professionals,Scarborough,0.125,51123.91,6390.48875,0
1007855,Newcomers to Canada,Downtown Toronto,0.3695652173913043,17238.01,6370.568913043478,0
1009374,Affluent Customers,Markham,0.022026431718061675,283601.77,6246.7350220264325,0
1007843,Newcomers to Canada,Downtown Toronto,0.2857142857142857,21698.45,6199.557142857143,0
1001918,Young Professionals,Scarborough,0.19230769230769232,32137.58,6180.303846153847,0
1001446,Young Professionals,Scarborough,0.125,49010.5,6126.3125,0
1001869,Young Professionals,Richmond Hill,0.10734463276836158,56979.3,6116.422033898305,0
1002565,Young Professionals,Mississauga,0.14285714285714285,42599.68,6085.668571428571,1
1006857,Newcomers to Canada,Mississauga,0.2523364485981308,24104.47,6082.436355140187,0
1001082,Young Professionals,Downtown Toronto,0.19230769230769232,31500.49,6057.786538461539,0
1009345,Affluent Customers,Vaughan,0.018292682926829267,330332.11,6042.660548780487,0
1009278,Affluent Customers,Etobicoke,0.015873015873015872,378287.45,6004.562698412698,0
1000946,Young Professionals,Richmond Hill,0.125,47855.68,5981.96,0
1006461,Newcomers to Canada,Downtown Toronto,0.323943661971831,18410.5,5963.9647887323945,1
1000201,Young Professionals,Brampton,0.23529411764705882,25251.17,5941.451764705882,0
1001500,Young Professionals,Etobicoke,0.14473684210526316,40977.4,5930.939473684211,0
1001216,Young Professionals,Vaughan,0.125,47129.9,5891.2375,0
1009419,Affluent Customers,Etobicoke,0.041666666666666664,140885.64,5870.235000000001,0
1002668,Young Professionals,Richmond Hill,0.10734463276836158,54498.57,5850.128983050848,0
1009168,Affluent Customers,Downtown Toronto,0.041666666666666664,137667.68,5736.153333333333,0
1007665,Newcomers to Canada,Markham,0.23529411764705882,24124.9,5676.44705882353,0
1002772,Young Professionals,Downtown Toronto,0.10734463276836158,52862.97,5674.556101694915,0
1009957,Affluent Customers,Brampton,0.022026431718061675,257089.69,5662.7685022026435,0
1002500,Young Professionals,Markham,0.10734463276836158,52399.2,5624.7728813559315,0
1007361,Newcomers to Canada,Vaughan,0.23529411764705882,23848.43,5611.395294117647,0
1006003,Newcomers to Canada,North York,0.2523364485981308,22152.42,5589.862990654205,0
1001104,Young Professionals,Brampton,0.14473684210526316,38597.55,5586.487500000001,0
1009489,Affluent Customers,Etobicoke,0.022026431718061675,252807.38,5568.444493392071,0
1009398,Affluent Customers,Vaughan,0.022026431718061675,252485.63,5561.357488986784,0
1009765,Affluent Customers,Markham,0.018292682926829267,302948.0,5541.7317073170725,0
1009388,Affluent Customers,Markham,0.022026431718061675,250977.79,5528.145154185023,0
1002534,Young Professionals,Brampton,0.10734463276836158,51002.33,5474.826384180791,0
1002725,Young Professionals,Downtown Toronto,0.125,43661.75,5457.71875,0
1009659,Affluent Customers,Vaughan,0.018292682926829267,298072.41,5452.544085365853,0
1002280,Young Professionals,North York,0.125,43583.04,5447.88,0
1007801,Newcomers to Canada,Scarborough,0.2857142857142857,19005.99,5430.282857142857,0
1009528,Affluent Customers,Mississauga,0.018292682926829267,296819.8,5429.630487804878,0
1003489,Families,Brampton,0.041666666666666664,129598.29,5399.928749999999,0
1009150,Affluent Customers,Mississauga,0.018292682926829267,295141.36,5398.92731707317,0
1002799,Young Professionals,North York,0.08421052631578947,63407.85,5339.6084210526315,0
1009543,Affluent Customers,Markham,0.015873015873015872,336211.41,5336.6890476190465,0
1009153,Affluent Customers,Brampton,0.018292682926829267,291491.23,5332.156646341463,0
1009735,Affluent Customers,Etobicoke,0.018292682926829267,290802.47,5319.557378048779,0
1009442,Affluent Customers,North York,0.018292682926829267,288949.35,5285.658841463414,0
1009283,Affluent Customers,Vaughan,0.018292682926829267,287270.91,5254.955670731707,0
1006058,Newcomers to Canada,Downtown Toronto,0.19230769230769232,27293.21,5248.694230769231,0
1009268,Affluent Customers,Scarborough,0.022026431718061675,235520.18,5187.669162995595,0
1002125,Young Professionals,Scarborough,0.10734463276836158,48223.74,5176.559661016949,0
1007490,Newcomers to Canada,Scarborough,0.23529411764705882,21901.49,5153.291764705883,0
1002264,Young Professionals,Downtown Toronto,0.14473684210526316,35504.85,5138.859868421053,0
1007621,Newcomers to Canada,Brampton,0.23529411764705882,21544.53,5069.301176470588,1
1009477,Affluent Customers,Mississauga,0.018292682926829267,275186.02,5033.890609756098,0
1001272,Young Professionals,Downtown Toronto,0.19230769230769232,26140.66,5027.05,0
1002864,Young Professionals,Markham,0.10734463276836158,46764.79,5019.949209039548,0
1009840,Affluent Customers,Downtown Toronto,0.018292682926829267,273843.81,5009.337987804878,0
1009594,Affluent Customers,Scarborough,0.018292682926829267,273171.35,4997.036890243901,0
1003757,Families,Downtown Toronto,0.041666666666666664,118861.21,4952.550416666667,0
1009204,Affluent Customers,Brampton,0.015873015873015872,310558.69,4929.503015873016,0
1002368,Young Professionals,North York,0.10734463276836158,45352.77,4868.376440677966,0
1009312,Affluent Customers,Downtown Toronto,0.015873015873015872,304157.62,4827.898730158729,0
1000743,Young Professionals,Mississauga,0.10734463276836158,44818.78,4811.0554802259885,0
1005046,Families,Brampton,0.041666666666666664,114794.95,4783.122916666666,0
1009370,Affluent Customers,Scarborough,0.022026431718061675,216509.28,4768.926872246696,0
1009255,Affluent Customers,Brampton,0.018292682926829267,259751.04,4751.543414634146,0
1000873,Young Professionals,Mississauga,0.19230769230769232,24508.76,4713.223076923077,0
1009333,Affluent Customers,Richmond Hill,0.018292682926829267,256078.28,4684.358780487804,0
1000948,Young Professionals,Brampton,0.10734463276836158,43424.87,4661.426723163842,1
1000947,Young Professionals,Mississauga,0.125,37212.13,4651.51625,0
1009981,Affluent Customers,Downtown Toronto,0.018292682926829267,251339.81,4597.679451219512,0
1000895,Young Professionals,Scarborough,0.08421052631578947,54532.56,4592.215578947368,0
1009850,Affluent Customers,Brampton,0.022026431718061675,208262.32,4587.275770925111,0
1001706,Young Professionals,North York,0.14285714285714285,32092.13,4584.59,0
1009529,Affluent Customers,Downtown Toronto,0.022026431718061675,207219.69,4564.310352422908,0
1009847,Affluent Customers,Brampton,0.018292682926829267,249106.57,4556.827499999999,0
1009248,Affluent Customers,Downtown Toronto,0.022026431718061675,205372.45,4523.622246696035,0
1006561,Newcomers to Canada,Etobicoke,0.23529411764705882,19180.33,4513.018823529412,0
1009591,Affluent Customers,North York,0.015873015873015872,284109.51,4509.674761904762,0
1002433,Young Professionals,Etobicoke,0.08421052631578947,53379.59,4495.123368421052,0
1001286,Young Professionals,Mississauga,0.10734463276836158,41840.65,4491.369209039548,0
1009499,Affluent Customers,Mississauga,0.015873015873015872,282076.74,4477.408571428571,0
1009175,Affluent Customers,Downtown Toronto,0.015873015873015872,282019.72,4476.503492063492,0
1009314,Affluent Customers,Downtown Toronto,0.015873015873015872,280215.92,4447.871746031746,0
1006663,Newcomers to Canada,Downtown Toronto,0.23529411764705882,18890.74,4444.88,0
1007363,Newcomers to Canada,North York,0.2857142857142857,15539.08,4439.737142857142,0
1003912,Families,Markham,0.041666666666666664,106235.01,4426.45875,0
1004241,Families,Markham,0.041666666666666664,106030.53,4417.938749999999,0
1009701,Affluent Customers,Markham,0.018292682926829267,241474.6,4417.218292682926,0
1006287,Newcomers to Canada,Other GTA,0.23529411764705882,18718.1,4404.2588235294115,1
1005920,Newcomers to Canada,Brampton,0.23529411764705882,18717.12,4404.028235294118,0
1009693,Affluent Customers,Downtown Toronto,0.015873015873015872,276273.01,4385.285873015873,0
1009855,Affluent Customers,Mississauga,0.022026431718061675,198298.01,4367.797577092511,0
1009521,Affluent Customers,Downtown Toronto,0.015873015873015872,274878.3,4363.147619047619,0
1007171,Newcomers to Canada,Richmond Hill,0.23529411764705882,18543.27,4363.122352941176,1
1003362,Families,Brampton,0.041666666666666664,104607.98,4358.665833333333,0
1009152,Affluent Customers,Scarborough,0.015873015873015872,272817.92,4330.443174603174,0
1005964,Newcomers to Canada,North York,0.25,17297.1,4324.275,0
1009780,Affluent Customers,Downtown Toronto,0.015873015873015872,271825.06,4314.683492063492,0
1009657,Affluent Customers,Vaughan,0.015873015873015872,270917.28,4300.274285714286,0
1002239,Young Professionals,Mississauga,0.125,34136.07,4267.00875,0
1000642,Young Professionals,Mississauga,0.08421052631578947,50566.27,4258.212210526315,0
1004806,Families,Scarborough,0.04411764705882353,96016.81,4236.035735294118,0
1006508,Newcomers to Canada,Markham,0.23529411764705882,17983.77,4231.4752941176475,0
1009467,Affluent Customers,Markham,0.018292682926829267,229163.0,4192.006097560975,0
1001457,Young Professionals,Markham,0.08421052631578947,49494.6,4167.966315789474,1
1003630,Families,Markham,0.041666666666666664,100016.67,4167.36125,0
1009196,Affluent Customers,North York,0.018292682926829267,227756.98,4166.286219512195,0
1005490,Families,Brampton,0.04411764705882353,94132.97,4152.925147058824,0
1009763,Affluent Customers,Vaughan,0.015873015873015872,260957.94,4142.189523809524,0
1009384,Affluent Customers,Mississauga,0.022026431718061675,186839.88,4115.415859030837,0
1003680,Families,Mississauga,0.041666666666666664,98487.26,4103.635833333333,0
1003490,Families,Downtown Toronto,0.041666666666666664,96672.9,4028.0374999999995,0
1002758,Young Professionals,Scarborough,0.125,31965.01,3995.62625,0
1009590,Affluent Customers,Downtown Toronto,0.018292682926829267,218104.0,3989.7073170731705,0
1004320,Families,Downtown Toronto,0.041666666666666664,95420.97,3975.8737499999997,1
1006514,Newcomers to Canada,Other GTA,0.23529411764705882,16836.07,3961.4282352941177,0
1000220,Young Professionals,North York,0.08421052631578947,46865.31,3946.5524210526314,0
1001013,Young Professionals,Etobicoke,0.10734463276836158,36614.58,3930.378644067797,0
1003325,Families,Downtown Toronto,0.041666666666666664,94271.05,3927.960416666667,0
1009470,Affluent Customers,Mississauga,0.015873015873015872,246633.02,3914.809841269841,0
1003201,Families,Downtown Toronto,0.041666666666666664,93682.24,3903.4266666666667,0
1006718,Newcomers to Canada,Other GTA,0.19230769230769232,20205.96,3885.7615384615383,0
1009162,Affluent Customers,Etobicoke,0.018292682926829267,211922.41,3876.6294512195122,0
1000615,Young Professionals,Scarborough,0.08421052631578947,45299.56,3814.6997894736837,0
1009956,Affluent Customers,Richmond Hill,0.018292682926829267,208327.94,3810.876951219512,0
1004883,Families,North York,0.041666666666666664,91035.46,3793.144166666667,0
1000441,Young Professionals,Scarborough,0.08421052631578947,44924.84,3783.144421052631,0
1004884,Families,North York,0.041666666666666664,90032.42,3751.350833333333,0
1005100,Families,Scarborough,0.041666666666666664,89971.29,3748.8037499999996,0
1001204,Young Professionals,Downtown Toronto,0.08421052631578947,44512.06,3748.3839999999996,1
1001253,Young Professionals,Vaughan,0.08421052631578947,44321.75,3732.357894736842,0
1005538,Families,Downtown Toronto,0.041666666666666664,89537.27,3730.7195833333335,0
1009830,Affluent Customers,Brampton,0.015873015873015872,234300.15,3719.0499999999997,0
1009568,Affluent Customers,Downtown Toronto,0.015873015873015872,233600.08,3707.9377777777772,0
1009295,Affluent Customers,Downtown Toronto,0.018292682926829267,202542.31,3705.0422560975608,0
